ID,Is_Lead
XRAGEBF5,0.042992007
DGJM3RNX,0.4202978
CZOVDTH6,0.5719429
KJLB6ZWG,0.13736354
6WEWCRXV,0.052018154
D52CPK2S,0.046067
6TNMLZXA,0.0694844
8EUSXPD9,0.06045943
DCADWOWD,0.054260045
BNHHBRUE,0.06281558
MS2RBBPK,0.8138029
JPT2DFAQ,0.42390025
PJKU5EBM,0.51647705
YFDOOIVE,0.11099089
Q3MPY3YM,0.12551409
HBG3CKUW,0.14785196
OMQTMM6W,0.047378246
JN5WXCRW,0.059840295
SOWPBSGB,0.8371595
HGP6SWUR,0.101891056
DYMZEBPM,0.83520144
PZL3FWYX,0.15841351
FFTQGRKR,0.018670412
KRGCEZPN,0.0695202
8OPDNTQV,0.28542873
M8XBGQNF,0.05263942
KDRWN4FV,0.06678396
ZBCJXHBS,0.11805491
KQV4YCKE,0.059840295
IEVFEVRV,0.8235966
RK6NCHZC,0.025005959
A97BKORQ,0.05148217
8IRR8T9F,0.1434986
FYHQJ944,0.04389762
RQYNB9AP,0.8397828
VXVHTZRR,0.06981651
NJYADK3K,0.10207494
QMEQESUO,0.05848009
3PHVGSEF,0.23393396
MSNQXYSD,0.044690702
FNCXQOJS,0.04844822
EKY5FE4W,0.15778157
H7BWFZSJ,0.046162717
IC7QBRJ2,0.16046149
L5CTPZPU,0.06963998
F8AGQU4C,0.12879924
F9EZ38GJ,0.060894966
JRKRYMBH,0.059701886
AAOLAAHM,0.28285766
9THQAMAE,0.05650076
QYHKQQGQ,0.28538278
6YW2KFFJ,0.05188949
GJVOG5H5,0.9944141
SBJSKZCF,0.8369991
NJWWC3KL,0.8169441
XO6D7HCU,0.05191056
QXVCOCOP,0.022004249
KDA2VD7X,0.06107926
WXEB8UQ9,0.03363543
JWZ6ERJH,0.086546324
GSIQIJWY,0.04878
C8DYAYKB,0.28685835
FWEXIR9E,0.049689192
KSLRTXAV,0.042221818
GFSZAD2F,0.17440698
3AWV2Z9P,0.0505463
FFQ2EJL2,0.7695753
5EQCQUND,0.04569972
PAHWM8NQ,0.85176957
WGCXXZ4S,0.10427016
EPTYDWES,0.05420581
FU6ZBJ2S,0.37629133
9HHW23PY,0.24214265
JUNTXNAX,0.05400304
AA9TVDE6,0.8742316
NYA6FJJ4,0.8206168
SGWUNFTU,0.052091233
KXRVLURT,0.04319235
NDOCTKWW,0.4802121
G87XE9HY,0.3591239
UBGWOWJY,0.08330661
TQ4FUU89,0.21373357
FIGC5E4Y,0.060894966
HNTPEKOB,0.06987143
EJF6PNBA,0.0584131
ZRBOZQHH,0.072912715
7X62ZTUX,0.045521103
FS5CQ4JS,0.026819
7TH3PJTP,0.064016245
UUCYM26B,0.4501612
RNA5GLF7,0.8206168
G7UJXHG6,0.033732403
FZGVVNWB,0.99462503
S2CWPXBK,0.042802762
Z8SEGU9W,0.048064698
95EGDQEY,0.08076927
MCI2O79F,0.26116782
CQL7R8GU,0.041967433
JPZCTP3M,0.7960006
DYLSMO3G,0.30476862
ZNE8NHS6,0.047545977
XQNN5KZX,0.11186751
28PNDCEP,0.062464382
DABFF5SV,0.30106157
RFDTJSM6,0.34557083
NNEEY7D8,0.40564817
X2SJNPB3,0.06258048
TOGI2IRK,0.46636364
F3WWPGWQ,0.055296965
XVTFIMG7,0.21456972
KO3S9JGA,0.18385871
CNQ9A9PL,0.04991623
A2RJHVXL,0.06238688
F2I7CKTZ,0.053413756
J9USDVY7,0.4120477
X9BPW3SB,0.9854011
MMSMBGCO,0.24960646
7ERRGB8G,0.071245246
2SIGJY9J,0.062572315
8EFOK2JO,0.051419698
ZUQDWVWA,0.8095704
VAVW89LU,0.07099241
D8NXDHPW,0.017918251
D8VEMYCX,0.05897816
WHCTDGDG,0.16526783
5AWVFXQT,0.054960087
H7KBBVUX,0.5467323
JA5BSRP4,0.05300251
WSDXZSAZ,0.046196643
ZQYAUWQ9,0.39831963
YA92C6OQ,0.042221818
LQVQFTWH,0.06537853
S6X4CXBL,0.15115425
UHZAATNB,0.06726756
ANTDF88Z,0.21326768
NUUCV4P5,0.14560564
2DYCFAKU,0.83711123
GU6CKO2U,0.7937404
6SACDT39,0.060219936
KFXXSNXU,0.8384227
LZN73OKU,0.058617625
LXCXPA95,0.8452722
GBEXGNRB,0.8770249
HTPEMLDM,0.063101426
G8G4D9RE,0.07197336
NDJW4GXN,0.41584605
ZHB7VSFM,0.04486577
JGHGQQEG,0.037793808
N5WXVBPV,0.048750497
GUCXLCI8,0.14128897
7KBZGEMF,0.06219539
RF8PZKSQ,0.40228122
H9ZJSCXC,0.45403638
A9BA7YMM,0.029961687
WUZZGHE8,0.065696254
NJANCGBK,0.18285291
ONMVKTVA,0.07047287
JYVWUKIL,0.07647245
MHYRNES3,0.06570428
O8XD6YAA,0.12871042
CF5WPEBO,0.7082535
KEFR3RIH,0.067375764
CAHFITF6,0.06586452
OFYJWBK7,0.475269
6SWLSBJ9,0.06831712
KONYGFOY,0.05712419
MLFZDGK9,0.056670636
JOZUBZCE,0.06810809
W6XKEDNU,0.8669292
KTJNZSBI,0.51426387
OGAXQGKD,0.13140127
IYVMIJWT,0.18311416
MTTRJ2TJ,0.056445774
4YHEUCFE,0.11817916
NG3EAFSJ,0.05400304
EPBNEJGU,0.29765403
RAJ343KB,0.17028457
H7COBVMY,0.49472332
XW9JXBDF,0.80158234
62DBWBLL,0.100443676
QYXEZWQX,0.12907185
IDMSATTA,0.41994202
TGVQILLJ,0.074953556
HRSQJRUD,0.13644359
VEV82RKA,0.045889452
DJFZLJSB,0.054260045
NSYRUD7G,0.05995209
GPMSKV85,0.040685404
EWSSKQSA,0.041158043
FJAUQEFU,0.4047737
HF4GFKVI,0.830362
TN3XBENT,0.044370607
GFELIYZ8,0.053263012
JHTD3XTY,0.287791
DGHFTNQB,0.76178885
NFVUGLCP,0.9930593
EABUKANW,0.044861488
ERK3ISEJ,0.053856377
NVWQHP6Q,0.05863215
PG7RKQKB,0.047971178
SJFNWALV,0.2518646
TCG2QHHK,0.26669845
FBE4Y9WR,0.03757064
J4WMFBFQ,0.022682378
F9OHXWFE,0.16531277
EHA8JZFX,0.05384198
9UH24FKD,0.049701724
IMCXK4XA,0.055613443
TQXX4YKV,0.088821046
WKNEYTUB,0.8079767
EZRUECNF,0.1306324
UGPCPPEV,0.037629385
AF7LPFAY,0.05782634
S3AXXDEK,0.17446916
PYKFUGT6,0.28429335
JGVS2UMN,0.28797537
JJASXXOW,0.20298198
EVLPRSJB,0.07020219
GWINRDVM,0.042194765
YIGZQT7Q,0.03509403
3ARKBMVP,0.8449311
MA7YHPYB,0.9850386
RXIYICVS,0.11148621
5TWADCBF,0.05178559
B6SAZMOY,0.1326724
JSSS5ZJM,0.03211402
H2UCQBCA,0.074289955
VKSX6XJ7,0.56270856
JDUJ7YJQ,0.12136774
TUPBSGDJ,0.04796086
PB2FJF2W,0.06567166
MFVS2CZQ,0.03218847
QN4Y9EGW,0.83238655
CYJLUNC3,0.03883195
JWAAKQC2,0.053730022
HD6AAGHB,0.24184735
KLC9AGMT,0.35110563
BKRFUXWD,0.057741962
8FERYUWL,0.39166793
FTZGXBQW,0.06035042
8PY2GPUR,0.062464382
4RBMFP6C,0.98247176
WMVFQMFH,0.0466068
ARAYEVDJ,0.05261515
5VJ4GH84,0.024975227
NVGHPGHA,0.0580356
8JZOLYPK,0.06738198
RCFYL9BM,0.18030287
PQVUTX7A,0.05215902
KHUTPQOH,0.51016366
IBFFFHMB,0.048574626
BFCXSQJN,0.05721493
N6J6JGHJ,0.49983662
N7JTXLX5,0.0651628
8J8GAGKY,0.057480503
BVA6RYDU,0.15668014
BADTLCEC,0.82574606
8E7RV9WC,0.86005497
CVXIPQZR,0.10933776
HUXDEHQN,0.04478798
MF54YQBU,0.058940917
V85HQFXJ,0.060219936
NYCYVTXA,0.24907844
5ETWC7MH,0.06831741
YOBEKR9B,0.046214428
LCGZTDRA,0.05729723
HT7HKB23,0.037895616
GA4Q3MZZ,0.07261882
UITZBGM3,0.049936224
AUKZMKRX,0.19044317
DWVCSWIE,0.7576782
F6GAJOKM,0.04734152
EWXRN8XU,0.8640344
N2YMTPWG,0.054939248
4RCY4ZCE,0.8696903
YXZMZYOU,0.12405498
NWXT5QPQ,0.44270813
CT6HUBTC,0.20385076
DOFCYQYR,0.066074215
EPQIXMCA,0.17206895
3NMNADJB,0.49556738
FV5RYHHS,0.049731676
YERUMEHO,0.05800922
WS5RO6PY,0.88843155
XPQGASVA,0.044138066
BQRPL26D,0.8410681
Z7BTFKJN,0.8041878
8XNIGAEX,0.06055412
8BPDBUK6,0.20375639
AOWNRK4D,0.028742407
AKECXRGX,0.04429984
BB7ZAPPK,0.26262087
GESPQFDY,0.18690029
B98XDKCT,0.021368558
544OBRUM,0.16865784
8LPVPVHS,0.054855675
DLMQJSTE,0.049824554
M2RXLRXU,0.14157432
2K8PGXPG,0.058031432
YXQBPWBH,0.8235061
FBXJTOJN,0.12193496
D4GVNHWW,0.18994129
TGHCSSIR,0.055771165
EMQEMYRE,0.48456573
VYVZ7D92,0.8389969
6BFFNFSG,0.057092275
9YL26XSC,0.24243428
9A4ZJJET,0.04999846
BCHM5YXU,0.60616994
Y2KWXYU7,0.86404717
3EVGEU7F,0.05705563
NMQDVHQZ,0.05915298
KWDAKBN9,0.26205602
TYSAIDHO,0.43500963
AYQA4DXE,0.019748148
8XBRCZ6G,0.05897816
D3GJM9HJ,0.18271196
CCFBTQNN,0.86160344
NAYZZJCR,0.05429715
EVHZ5PBZ,0.07746324
AUIZSBQI,0.5287091
FJKRNLVK,0.19013324
GQX9FSPK,0.47976288
N2PWYBZJ,0.15204103
YHXCS9GL,0.042222235
PUWRH8WO,0.80456865
FZSMXPDL,0.86515844
XGSXQJDM,0.053541183
FS2QEGAF,0.12199874
2URPFM9H,0.0183142
2DCMT57P,0.146205
K2LDXDUR,0.54777676
8NVGY2X7,0.20457207
KZMS5MCK,0.88595486
4IJKLWPZ,0.95773965
3S47SVV2,0.055121478
WBUSYCXI,0.51733726
G5JKWKHF,0.045097012
9NBRPYMR,0.90487576
RFYMACRD,0.018126843
FEFG5QHA,0.84449023
KV3U9AJ3,0.19304344
GNEV2TKY,0.029153913
CAW8GPFV,0.05749249
8YQXM8AC,0.05539193
K9BQ7SMJ,0.84906304
ZVV73WPD,0.062900744
EHABTJSX,0.06352341
FJWKENM8,0.836811
CMQ7CQ9A,0.18067868
9NUNWKI6,0.12489545
DPUS4SXU,0.061586242
NLCC8CYJ,0.060812946
T4KBTEGH,0.062295347
KAXK5D6I,0.13125533
4PDGM4DI,0.43476918
7VXWKXT6,0.053854663
E9G9CAY2,0.04267808
A2VPB4KJ,0.3827176
YWZSJYAD,0.0634532
EGSCANRN,0.091115244
RLEXRZWT,0.33062434
SLNWEA7U,0.027484471
YG4SNAW6,0.8616451
OLZDZ9ZX,0.04555101
6WFEL6OZ,0.020524427
9XBXBOE5,0.015902944
9X8TLJKL,0.09929295
GK3QY8IS,0.052018154
PLXVT5YB,0.056945354
IKUPCHX5,0.07596425
TRI6BA4D,0.8006131
EPKYRUTW,0.04774867
56BRPWAC,0.9117862
2GHPBYAH,0.17648648
4EUKRFZA,0.058960702
DXX3KSXC,0.03817534
ALKINL9S,0.9416945
49M6UALU,0.22572239
Y9HXXWK6,0.07101504
RRUHIYKM,0.5049146
AZVOS3KF,0.26866665
EVYBGQWV,0.0454602
D3FJ6MSK,0.05927952
TEY4BOCW,0.1334483
B9CJCDE2,0.055934332
QBYAW2VS,0.06737534
WVFHPY8H,0.1952451
RA3OD3AR,0.13343969
HUTAUBJG,0.029671188
2BABG9UB,0.32785815
S4HEYQWX,0.050883632
AQF45GTG,0.5638501
CXU5F5JZ,0.1078811
2DHVHNJ8,0.029778417
CJMEFLXA,0.05298955
93EBSHYZ,0.06392666
DWNBRDQH,0.36924902
MRLGBZ35,0.12016344
C3RHDCB9,0.05915298
EUJHMDNG,0.058031432
RHK5AJFT,0.05063652
ET6NPHLF,0.08269446
LWFK4SF7,0.0830574
HRUXTGTG,0.06257908
AE6NX9JR,0.028006963
QBC35HSK,0.19285831
W55JYFHC,0.3002247
MBDEAANB,0.3928038
X9KG8YH8,0.17817327
AV4PJNAW,0.074070424
LQZRT3YZ,0.057951424
JJE29YHZ,0.1138428
UJWCIH4Q,0.72139424
HFAPSJJ5,0.05405022
QFCABL8A,0.057245925
BRUMHOBC,0.029573496
DUPRGZLI,0.8260354
WQ9O9RFM,0.059758756
PKMV5XBI,0.060114663
PUMJ4JXE,0.017939845
CLZVZOPD,0.204928
F6VKIY2T,0.85585624
RXCIKWWP,0.28689376
5B4VKMSW,0.09712735
LBFFZFDL,0.055318337
BFVCWKAQ,0.0666001
KFWV4LVG,0.10457983
8FXGP3U8,0.063265085
FRFXBLZV,0.05724515
9MBUXAUX,0.508889
HB69A3QB,0.016434297
9P7MVHO3,0.051946573
HUHGVRDV,0.81798655
9AKEBU9V,0.049414106
AAJNCRKN,0.8532038
KQRNNWTA,0.05863215
9QEQTBTA,0.06927796
9XGXNXWU,0.47007027
V3SCTCLX,0.05976729
CHA8OKHH,0.041651998
JPUTFFGN,0.050297447
CNXPPSA3,0.86852664
FW69VFU7,0.22912382
9RW2CBR8,0.21322328
SD7TDNSR,0.20230551
RNUQCQPC,0.17870176
JY4DVHTY,0.16301809
B7CRCHQD,0.024557993
HNRLIXXM,0.12290871
CJM823OT,0.9904331
MMKDPZXC,0.21904063
5E7YUSW8,0.014577769
PBNCXONT,0.28523237
85X2BV72,0.111980215
JUZU3LA3,0.058766667
EPNDMRCA,0.13549428
JXPEGSSF,0.059299737
ODZYPYVF,0.23561409
AVHJKXJ6,0.35605335
JKLPMGDW,0.037775487
7QV6EJXD,0.24161349
G88M9T58,0.046840485
TC9CKRSQ,0.925163
85OHL3YW,0.058031432
FQPFYXUD,0.52538097
5NYPBEAW,0.059192955
FIMZVX3W,0.05537996
BRK59AEH,0.057244394
K3NIOEXG,0.05321851
BF8USZX2,0.049423702
G9Z3ZFZ5,0.18648279
YLLOOECM,0.828007
8BH3BBRN,0.055577517
UQFSGLMF,0.17585486
SPZV4UPQ,0.16075704
WQAGA2YB,0.026858984
ERHYW4PK,0.15987836
ZCMBOKWF,0.055707302
8JPTFJEC,0.06350142
GBFFXUIY,0.23555005
CX6F8T7X,0.1738494
5YEY3FGL,0.21313894
6W3U4CDY,0.20873044
EBVAWOTJ,0.56144106
WJKAJEEB,0.059772618
PRSDNNQA,0.052330982
E2NCPXBS,0.59994507
OWIQPESF,0.22020316
KUC9YHCG,0.11286715
WZTKLS4P,0.19307145
AZDMSABZ,0.07313543
XY79VDFS,0.8627525
8ASTDYQC,0.053702924
2YT97D7M,0.04507756
VJM6ZSXD,0.36038402
6VAXFPC3,0.06678396
QIJ8DA8R,0.1072137
CCUREEJY,0.06381553
W2BXWUHD,0.05770625
DZYETOG5,0.15291126
5QGW2VT9,0.414763
4ETMOW9P,0.28656802
TSYYCXKV,0.19725947
CKWZW42H,0.51305985
DVM5FHK3,0.10005929
QBAAK6QO,0.060994375
Z4UYKNWY,0.14618093
IY5KAGJH,0.046273734
CNCAPQC6,0.5557787
GDUAO5CE,0.050782837
QDXA7V2M,0.051151093
KZ7HHHUW,0.18432082
ADKFRMJH,0.05782634
HJSHF887,0.32238767
NDRJYT4G,0.18222299
GREUVQB5,0.3347615
8S9CIJFS,0.052042753
QYJ9HGYF,0.04676567
RATWS4UF,0.042524785
IHGZGNHK,0.16548498
ZDON4BIF,0.79301256
BZTRWCVV,0.0580838
QOWPEGTB,0.51843345
75DR3I5D,0.87764627
MX7BQV3I,0.057449307
KBK7MF9Y,0.047363278
IJRCYDRV,0.053540833
FPYVRTNC,0.058881573
ZD4MKKQN,0.07394027
XPNMARXT,0.06903952
GQQDXYHV,0.3852626
L2G4L4SS,0.055296965
NC6EGRHE,0.04980975
7BN9ZZR9,0.021424651
CTESCKSV,0.14587513
J626VOGG,0.048209917
S8ZC6KAA,0.050506245
KMHMDTW4,0.041540544
BQY3ZBRO,0.055943083
B47ACUCF,0.054061133
JTU2AMII,0.07886739
OJQM6NPG,0.079705104
DU6L8EHQ,0.056445774
6VBDVYM9,0.05294568
6G6DBI7X,0.16234383
9YMUJCGU,0.8791485
RMBDME8G,0.18106556
FAEF4EFC,0.06876822
V3YAZ4SR,0.19775563
3CRTSRZN,0.054931793
3VE96EAG,0.0733554
6I83EPAR,0.91119987
ON697FMY,0.054962102
B3CNQTJS,0.14594148
KEXDBIKZ,0.03646664
HDNTDWRF,0.19496106
VNNBYPJU,0.84464324
KTIPBPGS,0.18597186
FADFVO5G,0.14592142
WOK5XL8K,0.046259638
HDZFIQH6,0.40928894
JQMQ9GXT,0.049535137
UZII9VXG,0.1821584
JSQENBAR,0.11273968
2EMR7YMB,0.5122629
SMENWLCK,0.13287938
V2QMHK4H,0.042884264
6YUJSFJK,0.7974903
HFCFG2U4,0.058031432
FDETAMOU,0.8659947
KZ2QWSIA,0.82191795
NREFZHR6,0.056879003
BG4ZCSHR,0.22313806
8ZGDBPZ9,0.030853117
SMGHTGXG,0.5054348
DLPM2QQI,0.05263942
LHPB6HZI,0.11066085
BG5LYE6T,0.18658544
KUR639HF,0.1253864
EHT8RGXC,0.19346575
XCRNRXYJ,0.5021535
BP7N5HYN,0.8692351
R2F59ZQV,0.94059855
CFZDRFNX,0.85618937
DXTKREMK,0.05543615
QGZJPP7B,0.044013593
XKKTYAMO,0.047518354
KNNJWGIX,0.39707762
48EHPZ32,0.05661379
YY6F4YU2,0.19058886
KSWV2ZUX,0.7608962
4YHNMNUP,0.15221931
AHJZ8YL3,0.90213126
YUS2G475,0.1507246
LPPQMG8F,0.20703186
7AWJHJUO,0.04186416
Y8EFTYTN,0.2505747
KL5H4MTT,0.22840698
C7ETEOW5,0.3847318
DEUYDJ3N,0.5439704
M8VBMZXU,0.09989245
4SBH6AM2,0.7753599
QTIBI869,0.04815247
AEOIXZRK,0.12138921
MM4NGVCM,0.055668436
TCQTCBID,0.055373374
HPLUTYOI,0.14083834
RHXTGLRK,0.21822025
6ZPGMARK,0.8391106
A63UIMF5,0.061952688
BDYF9LSF,0.15450695
FHZQMCK8,0.92311734
FN8EH2RU,0.030342398
CQYNWBZO,0.09136888
4NQ5FFUD,0.05707821
BBXDFCU6,0.2556146
HWCVUP5B,0.88094807
KXYNWQQS,0.8132366
OM7LHPRS,0.24655999
FNWKKUJP,0.061908394
NPYYQG5A,0.49540216
BSXZ58WM,0.22828534
QGKKWUTO,0.12948543
9QDHEXKA,0.059772618
DDBJJGWN,0.040497072
BGDU9EXO,0.15281454
GPWDWBLQ,0.16104898
VFIFQO7D,0.063503996
WVFLGYUT,0.2598317
GSU8QNEX,0.13763885
RYQDYRMF,0.19466546
IYDPVYLB,0.058960028
VDNVWBGQ,0.06221418
48MSWPZF,0.8581137
K2INKCNA,0.2853289
N98X7MGJ,0.062414456
G6VBKLXY,0.17612496
4PKX8SUB,0.3574917
KY7QENSB,0.07303531
5WDLMVVH,0.051900566
TC42BEUG,0.058652736
NMVDZNJX,0.043186203
H7DZW2ZE,0.1692383
A7SXBEKU,0.59575033
FBLTVNYQ,0.051811524
JTCYPXXH,0.18741378
7RUA3CKQ,0.073069066
K8SMFPHQ,0.13183825
GHSKZXQU,0.05412021
JXRDIAAC,0.29448858
L2EFVHRG,0.8474015
6X6PA53S,0.03858913
UNPGHUYM,0.13130182
AWJFRVTL,0.052340135
AUVWCWC3,0.84757024
X8RBDZOD,0.041651998
AHVSSWHA,0.3595524
JTE9ISET,0.07336979
GDEZKAGC,0.11966105
ML2GWE6V,0.03898558
4EQAZQNU,0.05705209
M4HIMJCA,0.27558178
TMQI5YWE,0.037547648
BAKGA9WA,0.8488008
TNNX6TJG,0.32168013
UUK9E9EC,0.32611614
MRGSQKBE,0.05707821
XWJMXA93,0.059758756
KBYKCXEA,0.046676483
D9HRMUNI,0.04555101
NWGYT5BA,0.049028598
QTRQOSUG,0.40508112
4LDPWYWS,0.022671629
C2JNP5BI,0.030196162
6KBNYVRJ,0.071789585
CQRWRUBX,0.15752923
LPZRQRHX,0.060812946
F23TNW92,0.2946374
UTYHADXI,0.054974552
JIDEFBQW,0.01971246
XP69TZDO,0.051683594
DKH5UBYN,0.142951
CS6E7Z9U,0.45020238
PZNPS4AD,0.40623522
RRAAKBAU,0.06292434
NLX5DOUZ,0.026742851
LFX9F8BS,0.08691995
RYEYQCHQ,0.021126997
I4LCNGRJ,0.06360902
C2ZAANPJ,0.9943877
NZGONVK6,0.058031432
9GFQ9LVJ,0.22814238
MRAURKTR,0.5859178
FC5CUBFR,0.05400304
U7GUIBWJ,0.8272307
F7974QPJ,0.89458954
DGWQNKWZ,0.5681244
AJTVUGVT,0.06301069
UMJ9FY27,0.21533619
4SQX78HZ,0.858457
MDQWC5RC,0.41626292
OSQI9DNQ,0.06782153
MMDAFHEO,0.054675788
ZGSTYTWN,0.06475595
H88TIMSO,0.051529776
HN2NNQBR,0.38366324
ID3ADREM,0.24907844
DQFER53W,0.32373127
UPZMCZRQ,0.53335047
A2KOY7WD,0.029671188
X8GFDOW2,0.094246104
EQDSZFMS,0.22212505
FKMKCHHN,0.36965093
CFTF3WNV,0.023569921
ECPRZCKI,0.3998736
62PXVKV3,0.076413706
NRDTFBBK,0.034840744
VCBG4GML,0.100293875
DO8JQRUR,0.14784025
HNFEM38J,0.26303557
M6SMGJH8,0.05275429
FBKVKKW4,0.26205602
A79UDPMN,0.4830065
HAYKRVVX,0.99475056
RBTBBAOT,0.62993723
LKEFZROK,0.04037557
UDIJ3ES5,0.049351517
ECQCAVW4,0.12473835
B6UWPXPZ,0.29244238
SQYQMATA,0.25204855
DJQG8XTZ,0.03498273
7C2E2OYE,0.49934545
IRC98CFF,0.058930747
TVZ4PBUP,0.040585935
C5VNVENA,0.39528334
GPFCSQWW,0.55259764
F9HAQXCI,0.23465441
77F8LPLP,0.01879651
7NWTDADS,0.83021855
P2PBUPRI,0.05849472
KFW8QEEW,0.108637094
359BXCCK,0.14060907
Z3BFFHTB,0.069974646
Y4B2TNYQ,0.8162937
TW7ZBGIJ,0.077965654
AYAEO2BP,0.12850934
WAPW2BXZ,0.051999625
4IHUEEBE,0.43964243
ILANQSQZ,0.059273437
9JTHL7QQ,0.83463204
RNBGFREO,0.06012082
UG52MZPJ,0.33919838
GTT88AKB,0.049798906
QHKKSKBN,0.5428187
VDUAINZO,0.02323851
5PFVSRJ2,0.058816046
65ORNINZ,0.047211494
UCJ6HSBC,0.17087288
8SQREZPB,0.98867244
SWZX9MQK,0.03582611
MW9KJW2Z,0.106088586
VXREOYMB,0.05897816
RSPLHMFA,0.09204003
R8HEQ4MA,0.05915298
CCD6E6ZM,0.4262111
DEVXFVER,0.02323851
2UHSRZBN,0.052282017
88ZOHJHQ,0.1842416
TPGIYMNR,0.5735077
UYJLIHLW,0.055288807
KL9UCWXV,0.03728939
XWPL4PZQ,0.07472844
99OKMYAE,0.38115183
JQWHFN4Y,0.19513853
LHUUFPOY,0.033430763
OYJ67MOD,0.050824307
RZJ9ZGBZ,0.05403473
JNTFLVWO,0.043412678
URXYX8H2,0.44117123
PWCRPBTF,0.22500502
IVAEMURA,0.07794647
AZP45Q9A,0.9826513
K2AGZ6CK,0.058031432
BQERN6NV,0.37363833
XUZWMJSX,0.466991
A5ROHB5D,0.07058725
TONGYPFQ,0.19949132
5EYLQMIH,0.1604488
8ACGPYGJ,0.35241982
4YEBQOVJ,0.07250589
GQCHKQGO,0.51864564
GGNM2ALS,0.070940785
DNQL497H,0.15707639
YCHANRYW,0.40698764
EHKNWQ6Z,0.23376699
ZTK2QKEK,0.1767956
HGTVCR4G,0.04991623
FSSFIDHX,0.07488184
FPKA4YJF,0.21904412
I3HCLR52,0.15996188
KWQOECUW,0.055064756
AMTYEP3H,0.06291925
C7SYQ6EU,0.15981486
QD8GCQTN,0.8604818
JCFN6UYD,0.12463278
NPN5YPZI,0.8128539
ZEMUSPKE,0.059299737
H4P74YCH,0.87761706
FGXRZ5UX,0.10514679
WBCCY72E,0.04520392
JVJB5JQG,0.18011071
MSH6QQGA,0.065311216
8OSCZFNU,0.054406576
EKJPCJ9H,0.14255142
C8ZRYGPH,0.054377872
JYLX6NU3,0.063598946
YZ8WWCJH,0.050179567
4IHBHXSB,0.08445269
LA8SJX27,0.25645012
AHB3RPGP,0.86707205
3EFF5LCZ,0.026476193
FPKDCKCL,0.79228246
ASUPYEEE,0.92206705
FDCQQH6V,0.23154125
DTKSSKP6,0.13214503
RWGOPFAN,0.060927857
3NO4SXGA,0.8279172
AFSUGDW8,0.14482883
NBBVZTTE,0.42234334
98OUHB6K,0.02227397
WUYID6RY,0.45246682
FXWGJLRR,0.8132709
BQDRQNEN,0.027613403
KNVUDMOQ,0.05643884
TREDEDPH,0.058031432
85BVXJNU,0.05340822
MITNCSKJ,0.18177435
C5A5YBMJ,0.8475684
2UCSSWLM,0.053977445
UV8PUMZN,0.072722286
KPI7UPCP,0.1782786
NTPONAHC,0.9920671
VK4GRBSO,0.52212787
5SGVWNVD,0.30397466
EYCQP9DF,0.04111355
OBFKFFXZ,0.023772111
T8QETQBC,0.8456094
56CEUNTY,0.027023122
XFKFQZ6Q,0.05657927
4ZAWEDNV,0.023000482
4ZH2GGP6,0.05694651
UXFERMVJ,0.055327497
EEWDCPSK,0.07888147
M7DACF9Y,0.056886286
S9CDBNR6,0.75040245
HZSJYYZT,0.020770678
6YBV8GCT,0.0637902
7XU5MDBW,0.05074163
DYDFPPVV,0.048036836
BXUNEETP,0.14103286
E6T5K3QO,0.79859227
J9BTFHPZ,0.8641616
XWRKDFRZ,0.35779136
FFGL3XE3,0.8620404
SDE6C9ID,0.07596425
WHC7VC5W,0.8237399
QX7MVEFB,0.0501755
3K7HGKGV,0.06224368
D7EYTPXD,0.1833418
UCCGEK45,0.73244596
NEDTSXXB,0.053588152
IXV7YEUK,0.8489649
OUXOH7TQ,0.14800033
GBWCKJUV,0.04993413
THBW2WE5,0.059273437
D94VRSFQ,0.81372005
PKRHNHJM,0.057969585
TFFCYFPF,0.06258124
2CHKZDQN,0.8299926
8CM9DGG5,0.0235792
PHTANGQC,0.05125899
KHWCE25T,0.04694534
MUPCQPAC,0.061670154
TI3AXFIA,0.061908394
XC83FBEB,0.032271456
T7EWH6NU,0.2750608
RCQZJROA,0.014593484
S3AFV2DY,0.9375175
ERXWSQSM,0.0688628
7QQLYVSE,0.514587
H4VIBC5M,0.056021288
J3DJTNB3,0.53223896
5PUIUSBT,0.053015433
Y7DSQJYU,0.14262332
ECBMFJPW,0.054364525
HV9FNNVT,0.17660277
YDQXGMCT,0.21772423
UZJEENJZ,0.1500563
THWNTLSL,0.15550086
KDSBQHFP,0.04539203
4WMJXJGS,0.1408827
F5AZH7YV,0.1078078
4D6W8CEQ,0.81967026
EB6JKQZQ,0.06977222
CJEAC4WG,0.14470346
BRNJSD3C,0.055862814
2KSCHSMG,0.42131317
KB3BNOKS,0.35632735
FZXPYJV3,0.8640208
EAF78MOJ,0.5600755
IPZIMS7A,0.121260285
XCCMPMKV,0.8772872
GXQW6FHK,0.22068636
WAYQDSOG,0.063095815
UMJ62HMT,0.62266415
4KIVFRZA,0.26716045
MTKJRZDO,0.86897665
ADBKQAZB,0.19567
LPSWEAKM,0.20679784
ZPFEKLHD,0.0392629
HU2CRGXK,0.36003354
76VCQBWG,0.8289754
MTP3QGBC,0.06117456
TSPDKUWS,0.18641447
B3RJ38B7,0.05222182
GGH376SA,0.4175392
G6TXVA8S,0.82127637
NGYXQ8T3,0.05716977
6ISXYMVB,0.25501278
N42FENDQ,0.8808325
KTPUZEXN,0.27364224
UN45YY4L,0.48097306
PVKQWYZK,0.16852048
